range,HUMBLESWAP_ALGOUSDC,pool_size_X,pool_size_Y,range,HUMBLESWAP_ALGOgoUSD,pool_size_X,pool_size_Y,range,PACT_ALGOUSDC,pool_size_X,pool_size_Y,range,PACT_ALGOUSDT,pool_size_X,pool_size_Y,range,TINYMAN_ALGOUSDC,pool_size_X,pool_size_Y,range,TINYMAN_ALGOUSDT,pool_size_X,pool_size_Y
26291897,0.2372493639292477,3149877148041,747306349828,26291897,0.23720076418602895,223981617451,53128610823,26291897,0.2367319032939304,1779520727939,421269328876,26291897,0.22993773977877519,19252903,4426969,26291897,0.23672917633807464,1526835434479,361446494808,26291897,0.24170524431256019,44232260518,10691169335
26291898,0.2372493639292477,3149877148041,747306349828,26291898,0.23720076418602895,223981617451,53128610823,26291898,0.2367319032939304,1779520727939,421269328876,26291898,0.22993773977877519,19252903,4426969,26291898,0.23672917633807464,1526835434479,361446494808,26291898,0.24170524431256019,44232260518,10691169335
26291899,0.2372493639292477,3149877148041,747306349828,26291899,0.23720076418602895,223981617451,53128610823,26291899,0.2367319032939304,1779520727939,421269328876,26291899,0.22993773977877519,19252903,4426969,26291899,0.23672917633807464,1526835434479,361446494808,26291899,0.24170524431256019,44232260518,10691169335
26291901,0.2372493639292477,3149877148041,747306349828,26291901,0.23720076418602895,223981617451,53128610823,26291901,0.2367319032939304,1779520727939,421269328876,26291901,0.22993773977877519,19252903,4426969,26291901,0.23672917633807464,1526835434479,361446494808,26291901,0.24170524431256019,44232260518,10691169335
26291902,0.2372493639292477,3149877148041,747306349828,26291902,0.23720076418602895,223981617451,53128610823,26291902,0.2367319032939304,1779520727939,421269328876,26291902,0.22993773977877519,19252903,4426969,26291902,0.23672917633807464,1526835434479,361446494808,26291902,0.24170524431256019,44232260518,10691169335
26291903,0.2372493639292477,3149877148041,747306349828,26291903,0.23720076418602895,223981617451,53128610823,26291903,0.2367319032939304,1779520727939,421269328876,26291903,0.22993773977877519,19252903,4426969,26291903,0.23672917633807464,1526835434479,361446494808,26291903,0.24170524431256019,44232260518,10691169335
26291904,0.2372493639292477,3149877148041,747306349828,26291904,0.23720076418602895,223981617451,53128610823,26291904,0.2367319032939304,1779520727939,421269328876,26291904,0.22993773977877519,19252903,4426969,26291904,0.23672917633807464,1526835434479,361446494808,26291904,0.24170524431256019,44232260518,10691169335
26291905,0.2372493639292477,3149877148041,747306349828,26291905,0.23720076418602895,223981617451,53128610823,26291905,0.2367319032939304,1779520727939,421269328876,26291905,0.22993773977877519,19252903,4426969,26291905,0.23672917633807464,1526835434479,361446494808,26291905,0.24170524431256019,44232260518,10691169335
26291906,0.2372493639292477,3149877148041,747306349828,26291906,0.23720076418602895,223981617451,53128610823,26291906,0.2367319032939304,1779520727939,421269328876,26291906,0.22993773977877519,19252903,4426969,26291906,0.23672917633807464,1526835434479,361446494808,26291906,0.24170524431256019,44232260518,10691169335
26291907,0.2372493639292477,3149877148041,747306349828,26291907,0.23720076418602895,223981617451,53128610823,26291907,0.2367319032939304,1779520727939,421269328876,26291907,0.22993773977877519,19252903,4426969,26291907,0.23672917633807464,1526835434479,361446494808,26291907,0.24170524431256019,44232260518,10691169335
26291908,0.2372493639292477,3149877148041,747306349828,26291908,0.23720076418602895,223981617451,53128610823,26291908,0.2367319032939304,1779520727939,421269328876,26291908,0.22993773977877519,19252903,4426969,26291908,0.23672917633807464,1526835434479,361446494808,26291908,0.24170524431256019,44232260518,10691169335
26291909,0.2372493639292477,3149877148041,747306349828,26291909,0.23720076418602895,223981617451,53128610823,26291909,0.2367319032939304,1779520727939,421269328876,26291909,0.22993773977877519,19252903,4426969,26291909,0.23672917633807464,1526835434479,361446494808,26291909,0.24170524431256019,44232260518,10691169335
26291910,0.2372493639292477,3149877148041,747306349828,26291910,0.23720076418602895,223981617451,53128610823,26291910,0.2367319032939304,1779520727939,421269328876,26291910,0.22993773977877519,19252903,4426969,26291910,0.23672917633807464,1526835434479,361446494808,26291910,0.24170524431256019,44232260518,10691169335
26291911,0.2372493639292477,3149877148041,747306349828,26291911,0.23720076418602895,223981617451,53128610823,26291911,0.2367319032939304,1779520727939,421269328876,26291911,0.22993773977877519,19252903,4426969,26291911,0.23672917633807464,1526835434479,361446494808,26291911,0.24170524431256019,44232260518,10691169335
26291912,0.2372493639292477,3149877148041,747306349828,26291912,0.23720076418602895,223981617451,53128610823,26291912,0.2367319032939304,1779520727939,421269328876,26291912,0.22993773977877519,19252903,4426969,26291912,0.23672917633807464,1526835434479,361446494808,26291912,0.24170524431256019,44232260518,10691169335
26291913,0.2372493639292477,3149877148041,747306349828,26291913,0.23720076418602895,223981617451,53128610823,26291913,0.2367319032939304,1779520727939,421269328876,26291913,0.22993773977877519,19252903,4426969,26291913,0.23672917633807464,1526835434479,361446494808,26291913,0.24170524431256019,44232260518,10691169335
26291914,0.2372493639292477,3149877148041,747306349828,26291914,0.23720076418602895,223981617451,53128610823,26291914,0.2367319032939304,1779520727939,421269328876,26291914,0.22993773977877519,19252903,4426969,26291914,0.23672917633807464,1526835434479,361446494808,26291914,0.24170524431256019,44232260518,10691169335
26291916,0.2372493639292477,3149877148041,747306349828,26291916,0.23720076418602895,223981617451,53128610823,26291916,0.2367319032939304,1779520727939,421269328876,26291916,0.22993773977877519,19252903,4426969,26291916,0.23672917633807464,1526835434479,361446494808,26291916,0.24170524431256019,44232260518,10691169335
26291917,0.2372493639292477,3149877148041,747306349828,26291917,0.23720076418602895,223981617451,53128610823,26291917,0.2367319032939304,1779520727939,421269328876,26291917,0.22993773977877519,19252903,4426969,26291917,0.23672917633807464,1526835434479,361446494808,26291917,0.24170524431256019,44232260518,10691169335
26291918,0.2372493639292477,3149877148041,747306349828,26291918,0.23720076418602895,223981617451,53128610823,26291918,0.2367319032939304,1779520727939,421269328876,26291918,0.22993773977877519,19252903,4426969,26291918,0.23672917633807464,1526835434479,361446494808,26291918,0.24170524431256019,44232260518,10691169335
26291920,0.2372493639292477,3149877148041,747306349828,26291920,0.23720076418602895,223981617451,53128610823,26291920,0.2367319032939304,1779520727939,421269328876,26291920,0.22993773977877519,19252903,4426969,26291920,0.23672917633807464,1526835434479,361446494808,26291920,0.24170524431256019,44232260518,10691169335
26291922,0.2372493639292477,3149877148041,747306349828,26291922,0.23720076418602895,223981617451,53128610823,26291922,0.2367319032939304,1779520727939,421269328876,26291922,0.22993773977877519,19252903,4426969,26291922,0.23672917633807464,1526835434479,361446494808,26291922,0.24170524431256019,44232260518,10691169335
26291923,0.2372493639292477,3149877148041,747306349828,26291923,0.23720076418602895,223981617451,53128610823,26291923,0.2367319032939304,1779520727939,421269328876,26291923,0.22993773977877519,19252903,4426969,26291923,0.23672917633807464,1526835434479,361446494808,26291923,0.24170524431256019,44232260518,10691169335
26291924,0.2372493639292477,3149877148041,747306349828,26291924,0.23720076418602895,223981617451,53128610823,26291924,0.2367319032939304,1779520727939,421269328876,26291924,0.22993773977877519,19252903,4426969,26291924,0.23672917633807464,1526835434479,361446494808,26291924,0.24170524431256019,44232260518,10691169335
26291925,0.2372493639292477,3149877148041,747306349828,26291925,0.23720076418602895,223981617451,53128610823,26291925,0.2367319032939304,1779520727939,421269328876,26291925,0.22993773977877519,19252903,4426969,26291925,0.23672485210125715,1526835434479,361439892410,26291925,0.24170524431256019,44232260518,10691169335
26291926,0.2372493639292477,3149877148041,747306349828,26291926,0.23720076418602895,223981617451,53128610823,26291926,0.2367319032939304,1779520727939,421269328876,26291926,0.22993773977877519,19252903,4426969,26291926,0.23672485210125715,1526835434479,361439892410,26291926,0.24170524431256019,44232260518,10691169335
26291927,0.2372493639292477,3149877148041,747306349828,26291927,0.23720076418602895,223981617451,53128610823,26291927,0.2367319032939304,1779520727939,421269328876,26291927,0.22993773977877519,19252903,4426969,26291927,0.23672485210125715,1526835434479,361439892410,26291927,0.24170524431256019,44232260518,10691169335
26291928,0.2372493639292477,3149877148041,747306349828,26291928,0.23720076418602895,223981617451,53128610823,26291928,0.2367319032939304,1779520727939,421269328876,26291928,0.22993773977877519,19252903,4426969,26291928,0.23672485210125715,1526835434479,361439892410,26291928,0.24170524431256019,44232260518,10691169335
26291929,0.2372493639292477,3149877148041,747306349828,26291929,0.23720076418602895,223981617451,53128610823,26291929,0.2367319032939304,1779520727939,421269328876,26291929,0.22993773977877519,19252903,4426969,26291929,0.23672485210125715,1526835434479,361439892410,26291929,0.24170524431256019,44232260518,10691169335
26291930,0.2372493639292477,3149877148041,747306349828,26291930,0.23720076418602895,223981617451,53128610823,26291930,0.2367319032939304,1779520727939,421269328876,26291930,0.22993773977877519,19252903,4426969,26291930,0.23672485210125715,1526835434479,361439892410,26291930,0.24170524431256019,44232260518,10691169335
26291931,0.2372493639292477,3149877148041,747306349828,26291931,0.23720076418602895,223981617451,53128610823,26291931,0.2367319032939304,1779520727939,421269328876,26291931,0.22993773977877519,19252903,4426969,26291931,0.23695781327043136,1526085434479,361617867418,26291931,0.24170524431256019,44232260518,10691169335
